ltv,disbursed_amount,asset_cost,PERFORM_CNS.SCORE,loan_default
78.51,423100,573200,0,0
69.56,430940,635460,0,0
59.41,452340,824750,0,0
89.17,513380,605560,0,0
79.34,525780,680650,825,0
89.4,538590,621890,0,0
68.57,582590,860470,0,0
68.27,443030,689930,0,0
63.05,395100,655010,456,0
78.83,606670,811900,14,0
85.66,502430,618740,0,0
89.39,575290,660020,314,0
87.03,556790,666460,17,0
73.9,432100,608900,585,0
88.92,577130,671400,0,0
62.95,612130,1000850,0,0
66.91,508030,777120,0,0
62.54,435940,711600,16,0
82.86,484370,630000,0,0
78.91,473490,633600,578,0
82.95,480000,590750,0,0
74.01,698170,972840,300,0
89.19,638820,740000,738,0
79.87,525500,670500,0,0
80.82,433940,556760,568,0
76.37,457490,615400,710,0
84.17,545130,671280,0,0
88.61,538730,643300,300,0
60.15,388800,689930,657,0
62,387700,651210,693,0
65.5,450910,713620,419,0
78.54,560130,738470,17,0
44.51,256290,593080,0,0
81.26,493030,627630,0,0
84.9,537730,683170,659,0
52.22,384390,765990,681,0
69.42,628470,936360,0,0
63.19,399040,651940,300,0
89.93,529780,600500,800,0
73.4,471450,667580,611,0
68.03,408940,610000,527,0
80.15,478490,611390,0,0
83.25,533030,660680,0,0
74.13,616640,891640,825,0
85.51,545090,654910,0,0
81.34,530030,676190,0,0
79,547590,708820,644,0
88.69,570130,653940,737,0
63.05,557590,911940,0,0
64.96,681240,1108400,404,0
89.86,541590,616510,706,0
87.52,525780,617030,17,0
55.1,398940,744140,738,0
89.62,614990,695000,825,0
89.84,694170,792500,0,0
62.71,376890,611500,0,0
73.11,456490,642880,676,0
68.25,460540,703290,0,0
84.2,534530,653200,0,0
79.85,483490,626150,0,0
29.1,168800,618650,563,0
84,505710,624930,698,0
82.65,476450,592860,0,0
58.4,364390,650730,0,0
84.96,562590,682710,0,0
80.18,490090,623560,0,0
87.61,517030,604940,788,0
69.15,594270,880330,18,0
68.29,435190,678030,635,0
87.14,592130,7.00E+05,0,0
81.23,589470,750990,0,0
89.87,619470,701000,696,0
65.63,407940,640000,300,0
89.87,627130,717720,15,0
74.36,464980,643530,741,0
75.63,538720,738590,578,0
62.65,371390,606500,0,0
79.69,599130,765450,691,0
82.97,538730,687000,0,0
89.53,545000,619930,792,0
83.94,473490,583720,581,0
58.49,403940,718120,0,0
89.35,575090,660320,0,0
82.36,428600,570640,18,0
84.26,577690,724430,763,0
80.05,513030,655880,739,0
79.86,454790,604800,651,0
79.91,321840,421710,688,0
74.4,688170,954340,0,0
85.24,531370,634420,658,0
84.77,320980,404610,0,0
75.44,612630,861590,0,0
79.54,603470,784500,0,0
75.64,502030,680860,830,0
80.96,577590,734900,0,0
69.35,661690,980560,0,0
79.4,537590,699000,706,0
89.89,540130,622960,738,0
84.91,528030,635980,0,0
89.06,646320,744410,0,0
88.61,552590,643250,708,0
66.5,418940,654160,0,0
85.56,723170,862570,0,0
77.71,515170,698780,0,0
81.46,545590,687460,753,0
78.05,441490,589370,17,0
86.99,552170,650000,771,0
88,538030,625000,0,0
83.24,483490,600660,0,0
84.47,527590,662980,823,0
75.9,642340,892020,0,0
89.98,550130,627890,0,0
75.57,474660,666890,0,0
79.57,722310,955100,0,0
71.55,410240,607940,550,0
38.51,234010,636270,743,0
79.99,693570,912650,671,0
79.42,519030,679930,785,0
54.44,244290,466600,16,0
66.25,552590,860350,710,0
76.83,470490,624780,0,0
40.58,237990,622700,727,0
63.78,393940,635000,706,0
80,508030,650030,774,0
72.14,442730,630000,0,0
84.89,483490,589000,630,0
74.91,517530,734200,726,0
65.81,365810,592620,0,0
63.92,632130,1009070,0,0
74.72,458790,649100,763,0
86.27,555750,665070,0,0
64.48,433440,697850,753,0
79.53,599730,779620,0,0
75.48,604470,828000,0,0
78.57,646690,840000,727,0
87.23,565130,659210,0,0
85.48,539820,642270,0,0
56.48,347790,643400,686,0
77.96,520530,679810,620,0
84.09,520780,642170,708,0
74.19,675690,930040,0,0
69.43,448490,662510,738,0
74.26,656690,902250,0,0
83.84,503030,620260,607,0
85.17,562590,681010,615,0
60.51,541190,942000,658,0
51.4,328340,680900,651,0
79.99,433940,562580,0,0
73.82,731990,1056560,726,0
89.8,555330,657050,0,0
74.91,428940,587400,710,0
74.91,490670,677640,0,0
80.64,533030,682010,0,0
82.96,492730,620810,0,0
77.16,463490,648000,631,0
77.31,552590,724390,514,0
71.61,455790,684260,654,0
81.26,413940,523000,737,0
73.59,500030,706610,726,0
71.02,632130,915230,0,0
83.58,483490,598210,0,0
65.83,400600,638000,825,0
84.45,515380,639430,629,0
89.92,672820,767320,0,0
66.33,423940,648250,0,0
89.95,553130,637020,0,0
64.66,412100,665000,708,0
53.19,297990,601600,614,0
74.15,330340,472000,0,0
64.86,609330,986800,738,0
80.15,497030,636270,0,0
66.41,438940,677570,0,0
81.91,515030,647090,0,0
77.37,493000,659210,708,0
65.94,412100,646060,629,0
85.99,593150,705500,670,0
71.92,663820,952440,825,0
69.08,488030,731030,0,0
76.66,481280,684820,738,0
89.17,552000,639200,684,0
81.29,548630,695000,719,0
70.85,623590,924520,300,0
89.89,544330,623000,0,0
60.66,668820,1137550,543,0
66.48,463490,722000,825,0
71.08,547590,787880,16,0
77,528030,707790,629,0
76.15,389780,546270,419,0
59.09,503030,880000,0,0
56.01,340890,627530,749,0
44.32,259690,631810,323,0
70.93,428940,627390,0,0
69.47,599530,906900,0,0
79.53,578630,740000,719,0
62.61,537750,882620,609,0
66.51,533030,826970,0,0
79.66,540130,703000,17,0
78.56,715250,953430,495,0
85.05,554130,669010,708,0
61.11,363210,621880,14,0
76.94,458490,610900,721,0
87.69,552590,650000,631,0
61.75,550130,923150,0,0
35.47,289210,874000,717,0
63.43,602130,977500,0,0
86.44,525780,624690,0,0
76.24,547590,728000,0,0
89.41,503030,576000,0,0
82.31,690170,852900,0,0
68.07,433940,661070,0,0
78.08,677820,895190,763,0
79.88,672820,860000,749,0
77.5,434290,593540,749,0
47.81,463490,1004000,15,0
75.97,470450,645000,561,0
86.73,548130,654900,0,0
81.35,483490,614660,475,0
78.38,405890,555000,0,0
63.61,413940,675950,0,0
67.2,471450,729160,763,0
79.67,558590,716720,0,0
86.07,575130,691270,678,0
78.09,364390,480200,0,0
67.17,385740,610430,0,0
74.8,473490,655040,620,0
85.54,441090,561160,599,0
45.52,463490,1054380,0,0
62.12,552590,917510,18,0
67.91,391000,589000,0,0
83.43,530000,659210,668,0
75.8,428940,587090,728,0
82.56,420940,557160,825,0
70.32,408280,615750,0,0
82.15,560130,706050,0,0
69.24,577590,859330,630,0
47.83,260610,585360,738,0
80.21,483490,610860,0,0
65.45,490000,764000,15,0
87.7,537030,627120,0,0
85.58,547590,654340,0,0
79.3,496810,679740,708,0
76.66,438490,593540,0,0
71.72,447490,647000,0,0
42.88,267780,658750,0,0
51.53,338840,679180,0,0
79.92,327840,422920,0,0
73.01,701230,986100,0,0
88.58,570130,654770,0,0
54.49,309840,596490,366,0
68.33,361690,563480,0,0
84.83,560130,683720,0,0
87.5,622130,720000,732,0
77.82,560790,758140,819,0
72.21,468490,678540,712,0
85.31,525030,633000,0,0
77.11,469550,655820,0,0
78.36,631470,825700,708,0
74.42,593130,821000,0,0
46.11,317980,759110,17,0
83.88,590130,715300,738,0
53.84,334840,650110,0,0
89.96,523030,600280,15,0
73.6,592130,828850,763,0
75.99,495030,671150,300,0
84.81,508030,624920,0,0
70.42,533030,781000,0,0
65.58,703370,1128410,719,0
73.69,460690,651350,0,0
88.05,573830,669240,615,0
89.74,800890,915000,0,0
79.09,533030,695370,0,0
88.3,620130,718030,853,0
73.93,493030,689800,738,0
64.69,389390,618310,775,0
73.83,457890,650120,0,0
53.55,225740,448210,0,0
87.14,463490,545120,0,0
75.52,539790,768000,0,0
84.06,470480,606690,749,0
81.73,545130,691270,774,0
76.57,703960,938790,0,0
80.18,552590,710860,782,0
64.44,429390,706080,15,0
79.92,467490,596810,628,0
89.41,477450,548020,0,0
54.85,483490,911630,16,0
69.35,1226760,1845810,763,0
29.41,146190,544060,595,0
64.63,428940,680840,496,0
83.18,572590,709330,0,0
72.47,466490,689920,0,0
78.1,531030,699080,738,0
85.62,545130,654030,825,0
87.89,500180,603000,738,0
71.69,828800,1213640,0,0
79.53,488030,635000,749,0
76.08,463690,644080,418,0
64.29,390920,637700,0,0
87.6,619470,724910,0,0
50.32,672030,1410960,300,0
79.75,503030,652000,0,0
72.35,678820,967500,0,0
73.39,405540,599560,0,0
86.01,548530,674310,0,0
85.05,554130,669010,639,0
73,520780,739750,0,0
75.53,498030,675260,738,0
63.57,735970,1179800,771,0
89.25,547000,629680,597,0
89.92,535780,611640,0,0
86.41,500780,601800,726,0
70.36,428940,625340,0,0
63.29,419940,681000,836,0
74.06,709600,978870,825,0
73.56,790790,1087500,0,0
73.81,468490,657070,0,0
63.01,891880,1488730,738,0
79.04,1106520,1442230,692,0
65,463950,742300,0,0
62.49,968990,1600300,300,0
62.86,442000,731790,611,0
89.69,641690,735840,300,0
83.06,493030,614000,0,0
76.41,568130,772100,661,0
67.91,389390,589000,621,0
79.8,512530,651000,836,0
74.7,423940,589020,737,0
86.31,666820,792500,15,0
70.61,462490,708070,0,0
55.8,395020,725790,706,0
66.59,424000,671230,432,0
83.8,550090,668250,690,0
89.63,557590,635970,670,0
88.63,503030,586720,0,0
68.15,671690,1012400,0,0
51.77,362750,734000,648,0
69.1,402770,633870,15,0
89.71,572590,646550,0,0
78.11,481450,640130,585,0
88.72,606670,721390,15,0
80,525030,675000,0,0
72.47,483490,689900,0,0
70.84,708170,1030430,758,0
86.55,548590,651680,638,0
84.8,573690,695780,0,0
46.08,303340,705280,0,0
75,418950,580020,17,0
73.84,560130,785510,694,0
81.73,622130,783090,466,0
88.75,529030,607300,0,0
72.08,536820,763000,660,0
74.08,443490,620920,0,0
59.35,359540,623420,0,0
44.83,309840,713820,824,0
82.02,507430,634000,0,0
79.86,545230,703700,0,0
87.95,543030,625330,18,0
69.46,575520,871760,774,0
62.21,587590,964400,0,0
82.26,481450,607810,0,0
84.28,543030,652570,0,0
71.62,431940,625520,635,0
73.95,513030,703140,0,0
85.91,543030,640190,0,0
51.12,317290,668430,17,0
74.55,806860,1100000,733,0
70.05,602130,878000,637,0
75.49,560790,781560,15,0
68.25,460540,703290,691,0
78.31,483490,638450,738,0
89.39,582590,660000,0,0
67.98,413940,632500,0,0
70.81,458990,663760,323,0
89.71,596470,680000,0,0
69.92,403940,600700,0,0
73.8,691230,962080,0,0
72.96,290290,411200,749,0
84.43,567590,686930,726,0
64.56,329840,526610,0,0
75.49,634630,860990,0,0
76.23,478410,662480,738,0
77.85,547590,719310,679,0
74.48,585200,799640,17,0
74.54,344840,469550,300,0
88.97,589470,685640,0,0
74.68,359040,528940,0,0
78.5,470490,611500,16,0
64.17,452720,720000,0,0
54.94,505780,955600,680,0
69.84,432250,658650,0,0
77.03,461650,636140,0,0
82.24,701670,875470,0,0
89.98,507030,577900,0,0
79.84,544130,697680,17,0
80.15,478490,611390,0,0
71.72,395890,599560,738,0
71.23,413940,603700,783,0
78.64,412100,546810,0,0
76.75,529990,742700,0,0
60.39,369750,629220,15,0
59.19,641690,1115120,663,0
86.02,552690,674280,0,0
77.19,638820,855060,738,0
67.25,456210,734200,0,0
62.74,332210,565800,0,0
62,962010,1611220,486,0
69.35,637080,939700,17,0
87.8,602130,700420,0,0
85.3,560090,668250,609,0
74.63,485990,670000,0,0
59.71,359390,628030,0,0
82.76,555130,688770,741,0
80.27,579590,735000,0,0
78.53,490340,666000,583,0
60.47,949140,1637220,652,0
74.62,686690,938060,0,0
70.71,821950,1195090,0,0
84.02,480450,583200,0,0
78.07,548530,742900,0,0
67.5,376790,6.00E+05,774,0
55.67,535130,996920,774,0
80.82,597130,748590,681,0
89.85,577740,662190,300,0
66.65,398940,622650,0,0
66.19,390250,604350,0,0
82.44,515030,642880,0,0
80.67,489430,624030,680,0
61.02,393940,663670,477,0
89.79,533060,606990,0,0
76.95,473490,630250,300,0
79.09,509780,668890,825,0
79.86,523030,676200,0,0
62.16,373390,627390,16,0
65.71,445890,7.00E+05,0,0
66.36,386440,606500,836,0
89.95,585000,672600,0,0
84.42,473490,574500,763,0
89.29,491450,560000,0,0
86.67,517030,611500,0,0
66.52,386240,631360,830,0
66.71,403940,629610,0,0
89.04,520780,606500,0,0
79.27,495780,643360,0,0
63.92,599470,969950,0,0
78.55,505030,664560,622,0
40,495920,1337810,0,0
81.98,568590,713610,0,0
51.27,280840,565680,527,0
84.64,594630,738410,0,0
70.35,632130,923910,0,0
78.8,561170,729660,742,0
89.59,530780,613880,825,0
86.39,472510,577610,758,0
89.9,538730,634030,708,0
74.2,482490,660370,0,0
70.8,513030,734450,557,0
78.92,573090,739350,550,0
80.51,506030,647090,0,0
72.02,519680,742900,15,0
81.75,777510,970000,637,0
66.65,463490,720190,637,0
87.39,508030,595000,786,0
66.35,934430,1431870,758,0
88.89,624470,720000,615,0
69.53,490000,719100,0,0
79.3,535590,697360,0,0
81.29,518030,651980,0,0
79.32,533030,693420,300,0
89.78,673820,763000,0,0
66.96,728170,1120000,0,0
88.45,559130,650120,645,0
79.75,481490,626950,0,0
87.67,533280,627380,719,0
79.9,565590,723400,0,0
88.59,579590,665970,614,0
73.97,541590,757030,749,0
79.06,582590,758920,0,0
87.41,572590,675000,659,0
80.6,530780,670000,0,0
74.39,836200,1156000,0,0
58.16,344390,619000,0,0
76.74,433940,586430,0,0
86.96,448850,561160,738,0
73.21,473490,669270,0,0
87.61,523030,616350,0,0
64.99,384390,615470,670,0
84.62,648820,780000,702,0
65,461490,720000,0,0
89.37,629000,723980,0,0
73.53,432100,605220,719,0
82.89,493000,608030,0,0
74.78,615470,843850,675,0
81.94,617130,775000,0,0
72.5,484490,689660,300,0
74.94,469450,651220,678,0
84.44,561590,685730,0,0
68.86,443490,667990,0,0
83.67,458450,597580,785,0
86.07,582130,691300,0,0
56.48,550130,1009200,672,0
52.91,483490,944960,18,0
89.98,627020,731800,17,0
63.29,374250,647840,0,0
69.9,473390,715210,0,0
67.07,402100,626230,708,0
74.69,421540,589120,472,0
89.47,543030,614700,0,0
62.96,558130,918000,0,0
68.94,453490,674460,0,0
67.49,549890,874210,611,0
75.06,661690,905970,0,0
84.91,523030,634770,0,0
41.74,318040,814600,0,0
74,483490,675660,0,0
65.34,665820,1040760,763,0
44.69,285000,671230,737,0
60.83,510780,871260,538,0
84.4,445940,574640,0,0
73.36,483490,681550,0,0
85.05,499580,611370,0,0
71.1,493030,717270,0,0
73.3,520780,736690,0,0
89.44,624470,710000,727,0
78.09,550130,723500,819,0
72,392600,583340,0,0
85.16,563590,674000,749,0
70.47,462490,679730,680,0
77.88,575590,763960,819,0
73.58,431080,632380,0,0
74.14,422690,591750,599,0
75.53,513030,701720,0,0
88.84,557130,638250,15,0
89.08,707230,815000,680,0
76.63,557630,750400,836,0
77.38,510830,697850,460,0
79.42,473490,617000,0,0
71.39,628490,924520,0,0
88.71,473490,552360,0,0
71.45,757510,1091600,0,0
78.26,569590,753880,0,0
87.84,639690,749060,0,0
52.58,325840,639020,300,0
79.82,661810,869500,0,0
69.95,630650,931830,15,0
82.16,523030,657280,18,0
76.62,500030,668200,825,0
78.16,488490,633350,0,0
86.85,496000,593000,636,0
79.78,532780,683150,764,0
84.88,473490,577260,0,0
47.88,423940,919000,0,0
80.01,615730,799880,0,0
71.28,632130,911940,0,0
54.74,330410,624790,0,0
81.54,503030,637760,815,0
74.36,460490,644180,738,0
44.26,170000,406680,0,0
86.09,740230,870000,672,0
73.35,757510,1063430,18,0
89.34,602130,688370,538,0
71.43,637820,915580,763,0
84.97,533350,661380,0,0
65.74,480490,760600,700,0
65.67,403940,639540,0,0
77.77,462490,610810,738,0
88.18,518030,606700,0,0
75.32,455000,624000,16,0
72.17,503030,706630,300,0
85.86,545130,652260,659,0
73.04,661690,931010,774,0
86.91,467850,581040,0,0
70.89,593130,861910,0,0
76.32,434940,589650,738,0
77.26,551590,736520,0,0
89.21,533830,633330,15,0
70.49,415940,617100,659,0
88.04,660820,768990,300,0
74.52,303410,429400,0,0
83.33,609730,768030,553,0
76.01,461450,631500,0,0
53.92,384390,741900,0,0
63.1,721230,1172800,0,0
85,520930,635470,611,0
76.81,627130,839710,706,0
79.52,748510,1006020,738,0
79.39,477450,624800,0,0
89.1,597990,680000,717,0
86.59,706230,831500,0,0
89.67,524030,597720,0,0
73.6,405340,584210,637,0
93.05,593270,666320,0,0
88.91,547000,664740,0,0
72.35,678820,967500,17,0
88.93,506780,584750,710,0
81.34,483490,614710,0,0
79.84,317760,419600,0,0
62.47,379140,656290,300,0
73.17,438490,621880,0,0
89.54,562590,642170,300,0
69.98,451830,685910,0,0
75.23,483490,664600,0,0
79.55,486450,628500,619,0
79.81,645820,827000,832,0
85.29,463490,562770,0,0
79.29,458790,618000,0,0
84.52,701230,840000,15,0
79.99,570030,725000,0,0
62.41,454450,757900,0,0
84.37,528030,640030,538,0
73.49,413940,585130,736,0
80,525030,675000,0,0
58.13,364290,644900,0,0
83.29,607130,744360,678,0
74.67,490380,696410,0,0
76.37,457490,615400,738,0
89.26,532030,610550,583,0
79.94,556520,721050,389,0
82.72,476490,596010,392,0
54.05,744760,1433900,613,0
37.44,322840,908000,0,0
73.75,696230,962680,600,0
66.2,303410,483360,763,0
82.68,481450,592620,437,0
76.09,470490,634780,18,0
88.04,470750,579290,300,0
57.09,391820,723440,0,0
84.56,508000,614930,669,0
85.21,503030,610280,0,0
63.6,364390,597520,725,0
86.83,496780,588500,300,0
89.89,544590,643030,0,0
84.61,547590,661850,663,0
80.07,517800,667860,0,0
74.27,693570,982870,0,0
83.36,543030,659810,595,0
81.29,495530,633530,604,0
85.98,713170,849000,680,0
67.55,446090,684800,0,0
89.58,576590,660880,0,0
73.59,425940,611500,15,0
78.18,490780,652330,832,0
53.44,313710,617530,732,0
76.04,547590,743000,0,0
70,514650,753730,742,0
79.99,410360,546310,14,0
88.96,519040,602510,0,0
74.69,490780,682830,638,0
88.24,533030,623300,721,0
66.19,390250,604350,711,0
64.04,534590,861910,0,0
68.43,432100,657610,745,0
88.03,493490,568000,824,0
84.08,522030,636270,825,0
65.77,438220,684190,0,0
89.23,548530,650030,0,0
50.99,318000,647210,15,0
75.7,450890,634110,0,0
68.13,401740,616450,737,0
88.95,632470,722860,659,0
72.35,555130,787880,600,0
89.29,862200,985520,783,0
47.12,423220,955000,0,0
73.3,520780,736690,792,0
86.73,548130,654900,0,0
65.87,473490,743900,17,0
87.04,562590,666360,515,0
67.93,465490,709580,0,0
73.86,304840,419690,0,0
69.13,587070,896830,792,0
33.16,215740,693540,0,0
86.35,548940,654340,18,0
44.57,576590,1321480,0,0
60.62,413940,709280,0,0
64.07,352870,586850,0,0
73.71,545130,759700,0,0
76.3,509030,681490,0,0
82.3,510780,643990,738,0
59.14,384390,676390,568,0
53.21,379390,732970,402,0
59.64,396940,687460,836,0
89.98,626600,714600,0,0
66.26,423940,649000,0,0
83.58,540130,670000,0,0
60.12,383890,665300,620,0
86.63,552590,658000,0,0
68.88,337840,498000,0,0
88.26,533030,611800,719,0
85.61,599470,724220,0,0
87.62,592590,684760,763,0
49.16,428940,905270,0,0
65.19,461990,744000,0,0
50.77,516780,1055800,0,0
84.72,547590,666910,0,0
82.97,374390,464000,0,0
79.96,557590,712860,15,0
88.46,569590,652290,466,0
88.02,567590,658960,826,0
81.77,461450,587000,825,0
89.61,527780,610410,0,0
77.97,473490,628450,0,0
89.87,539000,611990,0,0
54.23,518030,986530,680,0
82.57,523030,654000,710,0
84.56,496030,597200,0,0
74.98,340390,474810,700,0
79.6,478490,621890,0,0
69.42,567970,849840,515,0
58.37,365590,651070,0,0
65.44,433940,687650,595,0
77,499440,673580,699,0
74.49,533030,724940,0,0
79.91,468490,600700,772,0
72.51,463490,655100,0,0
87.26,508230,607410,703,0
89.24,639470,728370,608,0
84.39,524630,640600,0,0
87.9,503030,591550,0,0
86.43,557150,660000,307,0
55.66,364390,682760,471,0
71.13,632130,899750,0,0
84.52,503030,615260,818,0
87.24,569590,664830,0,0
88.77,694230,799800,0,0
87.89,526030,613300,0,0
73.07,450490,643250,0,0
74.51,481450,671020,0,0
80.21,542530,685110,300,0
78.44,562590,739450,677,0
58.42,367390,648800,836,0
83.58,562590,682010,0,0
78.47,471450,637180,0,0
89.87,602130,689860,681,0
57.38,366410,644800,738,0
52.73,495240,971440,817,0
66.79,371970,606420,728,0
79.57,427100,559290,18,0
65.28,711470,1123300,763,0
70.55,490490,708700,0,0
89,614240,699000,0,0
84.48,497130,627390,0,0
88.39,476450,560000,0,0
73.67,455490,638010,0,0
66.56,367800,569550,0,0
44.26,393940,926310,0,0
34.23,220940,701170,0,0
86.36,562590,660000,763,0
85.64,587800,695000,346,0
77.4,542490,723370,687,0
86.69,653820,778600,0,0
83.72,849890,1074950,0,0
74.42,471490,645000,825,0
64.45,514730,822300,0,0
86.48,530530,625000,598,0
63.96,547590,867730,681,0
79.52,642520,830000,0,0
57.91,354390,621620,0,0
78.86,503030,659390,615,0
59.72,355390,621220,679,0
89.71,572130,652080,0,0
67.01,386440,626780,0,0
87.3,537250,630000,0,0
74.82,487030,695000,710,0
64.22,391940,638400,737,0
86.63,528030,629100,300,0
84,396080,478740,0,0
70.74,381390,565480,0,0
76.3,433940,589750,0,0
80.77,515780,650000,0,0
72.23,701230,996840,832,0
69.96,428410,648920,710,0
83.42,602130,743210,738,0
89.84,570000,653400,0,0
79.91,523030,675780,579,0
86.35,524780,630000,615,0
89.1,572590,662190,547,0
74.23,483490,673590,680,0
70.72,728000,1046400,0,0
82.28,486450,607670,737,0
73.61,513030,720000,726,0
82.15,582590,730380,790,0
79.55,580590,748000,487,0
75.25,448490,611260,0,0
80.72,525030,662820,763,0
88.69,587770,696770,0,0
81.48,552630,699600,738,0
65.74,424940,669270,729,0
84.35,536090,658000,0,0
80.95,538030,679390,0,0
70.21,637820,940010,0,0
73.21,585630,819550,0,0
71.98,706230,993370,0,0
77.94,510780,680000,0,0
82.17,549510,707090,656,0
87.12,527030,619850,684,0
74.96,471490,651040,0,0
88.16,553590,647670,0,0
80.55,582130,744890,0,0
57.64,542590,971600,300,0
89.93,546130,629360,0,0
53.04,712000,1376330,826,0
79.44,504780,654550,0,0
81.44,575130,730560,719,0
79.27,495780,643360,652,0
80.5,429940,556500,300,0
77.62,538590,721480,0,0
86.3,525000,619930,0,0
65.08,953900,1504350,0,0
72.98,282540,424760,0,0
67.61,471450,710000,738,0
69.22,428940,650120,824,0
55.93,398940,733000,0,0
89.01,650820,755000,0,0
75.37,424320,613010,0,0
73.76,492230,718560,0,0
84.54,513000,621000,0,0
69.35,473490,720930,560,0
73.73,721230,1003600,0,0
66.53,433940,676390,671,0
74.66,558830,787620,0,0
88.96,786330,906040,0,0
88.64,572590,660000,749,0
79.83,533030,689000,0,0
74.97,519780,718930,738,0
89.29,715230,817590,318,0
58.17,594130,1052000,706,0
55,630820,1185450,825,0
65.57,428940,671000,300,0
73.53,543330,755700,0,0
89.08,536590,621880,738,0
72.89,705170,997440,671,0
47.9,244600,542850,0,0
66.42,409440,632320,15,0
74.19,464600,667200,0,0
82.05,718000,901890,0,0
82.39,540130,679670,749,0
79.78,532780,683150,599,0
89.55,589590,670000,0,0
89.93,585130,667150,656,0
74.65,706230,964500,300,0
69.05,644220,984750,738,0
57.81,375870,678040,591,0
79.91,468490,600700,698,0
69.93,544490,842290,0,0
89.13,571670,656330,0,0
85.53,500780,607980,724,0
86.59,607130,716000,0,0
67.21,427350,677000,811,0
84.89,473490,589020,774,0
89.4,523030,604000,0,0
79.9,438210,580750,0,0
84.21,541000,665010,755,0
89.73,550130,635270,0,0
89.32,603130,691880,0,0
74.57,542590,750990,0,0
77.71,428410,584220,713,0
89.98,554990,636110,0,0
85.54,525790,654640,16,0
83.19,473490,589020,529,0
88.61,549590,643250,719,0
75.25,448490,611260,0,0
73.69,433930,606500,699,0
72.33,426690,635980,0,0
74.18,461450,647110,687,0
89.05,631130,727650,715,0
89.77,547980,657270,749,0
76.79,468590,644650,0,0
35.83,237010,692220,0,0
74.95,493490,667090,0,0
70.08,719230,1053060,539,0
79.13,490780,644520,726,0
79.89,547590,701000,723,0
71.86,478910,704170,607,0
59.14,393940,693240,0,0
89.55,592590,670000,0,0
88.57,547590,632300,722,0
62.89,422940,683700,0,0
71.09,577750,877750,825,0
47.32,293840,652980,0,0
65,521720,869110,0,0
89.15,579130,684260,0,0
72.43,423940,607520,763,0
59.44,371410,642680,18,0
53.21,379390,732970,763,0
81.3,894430,1119330,0,0
66.82,436440,673430,0,0
78.02,448490,596010,17,0
74.3,731230,995940,0,0
79.81,645820,827000,0,0
85.26,518030,621650,634,0
72.88,413940,590000,0,0
63.01,891880,1488730,414,0
88.7,533030,620040,832,0
76.22,711330,977450,670,0
76.74,433940,586430,763,0
78.21,545630,709660,0,0
89.55,505780,584000,0,0
85.95,366590,453750,0,0
81.53,538030,668430,0,0
73.38,552590,776740,0,0
88.95,632470,722860,0,0
85.54,533030,637140,0,0
45.1,275290,643000,825,0
84.57,448450,543900,795,0
89.21,533830,633330,0,0
59.68,354390,611640,0,0
89.91,557590,633970,0,0
85.8,582590,687670,824,0
72.4,698170,994500,0,0
72.08,291840,430100,300,0
69.92,440450,653620,726,0
56.05,500180,945600,0,0
74.86,432720,593130,0,0
63.8,580130,940500,0,0
79.23,555130,719420,611,0
71.6,458490,684380,0,0
68.86,465490,7.00E+05,0,0
50.62,260610,553160,0,0
82.41,518030,643160,825,0
73.8,670820,935000,0,0
74.85,282290,396810,0,0
86.8,579590,679750,0,0
69.79,393940,587440,738,0
40.45,265290,692170,732,0
89.25,596870,705890,0,0
87.18,580130,682520,597,0
79.74,510000,652100,0,0
85.34,492780,594100,0,0
58.59,550130,972840,843,0
52.79,405340,814600,0,0
89.89,621470,703060,0,0
68.84,422720,653720,0,0
79.23,490780,643660,0,0
83.76,545130,668560,0,0
89.83,619470,701300,763,0
64.17,458490,732420,618,0
94.88,558700,618700,428,0
85.29,463490,562770,18,0
83.03,513030,626250,0,0
73.03,470990,667500,300,0
88.94,615470,703880,0,0
76.35,448000,602510,0,0
79.44,510030,660880,15,0
54.18,318840,609100,778,0
70.81,439690,639700,16,0
88.75,619470,721140,15,0
84,601130,736910,0,0
87.26,637410,749730,14,0
79.66,446750,590000,0,0
73.9,534240,744240,0,0
74.52,453490,630740,667,0
73.21,596870,860510,628,0
87.25,599470,699110,763,0
73.7,472490,663500,845,0
58.9,667690,1188400,16,0
40.11,285290,742900,0,0
89.74,555130,635190,0,0
56.72,314840,581790,749,0
78.35,314840,421210,0,0
69.52,476030,702000,743,0
78.1,553090,729860,0,0
72.08,498030,714480,825,0
77.08,421760,588250,0,0
84.12,488590,601000,0,0
72.84,436940,616400,825,0
68.3,599530,922400,0,0
71.65,438490,635000,732,0
87.59,582090,684990,771,0
58,421490,754380,0,0
88.59,571590,677290,0,0
74.8,721230,982670,567,0
70.87,651690,945340,0,0
31.92,429720,1409700,634,0
85.04,456780,552710,0,0
56.82,298810,563220,0,0
85.15,520780,634180,300,0
89.29,585130,672000,0,0
88.42,552590,644670,749,0
63.73,707950,1148650,723,0
69.45,409840,619160,738,0
77.87,483400,642070,0,0
67.7,444090,694230,0,0
63.48,387440,638000,0,0
58.76,343290,629720,738,0
85.2,551090,669000,0,0
64.53,433940,697400,0,0
75.37,479490,650120,0,0
86.41,500780,601800,738,0
56.55,379390,689690,0,0
83.33,562590,690000,0,0
73.53,459250,650410,656,0
86.86,522780,612470,786,0
76.98,526530,693000,0,0
79.9,645820,826000,0,0
86.77,508030,599300,0,0
69,461490,681160,0,0
74.5,487450,671140,0,0
